subject,relation,ablate_cond,ablate_band,ablate_positions,restore_pos,restore_pos_token,restore_pos_is_subject,restore_layer,span_logp_ablated,recovery_frac,span_logp_clean,span_logp_cond,delta_span_logp,span_lp_per_token,content_logp_cond,delta_content_logp,rank_content_under_cond,content_top1_changed,content_top1_cond,kl_first_token
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,5,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,5,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,5,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,5,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,6,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,6,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,6,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,6,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,6,-7.2895,0.2238,-6.8913,-7.2003,-0.309,-2.120|-2.032|-1.410|-1.639,-2.0319,0.0423,1,0, lawyer,0.0242
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,6,-7.2895,0.7003,-6.8913,-7.0106,-0.1193,-2.074|-1.962|-1.394|-1.581,-1.9615,0.1126,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,6,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,7,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,7,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,7,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,7,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,7,-7.2895,-0.4549,-6.8913,-7.4706,-0.5793,-2.155|-2.200|-1.513|-1.602,-2.1995,-0.1253,1,0, lawyer,0.0284
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,7,-7.2895,0.7613,-6.8913,-6.9864,-0.0951,-1.966|-2.008|-1.427|-1.586,-2.0078,0.0663,1,0, lawyer,0.024
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,7,-7.2895,0.3486,-6.8913,-7.1507,-0.2594,-2.011|-2.069|-1.468|-1.603,-2.0686,0.0056,1,0, lawyer,0.02
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,8,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,8,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,8,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,8,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,8,-7.2895,0.2689,-6.8913,-7.1824,-0.2911,-2.004|-2.073|-1.450|-1.655,-2.0729,0.0013,1,0, lawyer,0.014
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,8,-7.2895,-0.0609,-6.8913,-7.3137,-0.4224,-2.052|-2.277|-1.401|-1.584,-2.277,-0.2029,1,0, lawyer,0.0112
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,8,-7.2895,0.8341,-6.8913,-6.9574,-0.0661,-1.934|-2.022|-1.415|-1.587,-2.0216,0.0526,1,0, lawyer,0.0177
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,9,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,9,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,9,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,9,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,9,-7.2895,-0.0589,-6.8913,-7.3129,-0.4216,-2.116|-2.119|-1.458|-1.620,-2.1186,-0.0444,1,0, lawyer,0.0239
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,9,-7.2895,0.7777,-6.8913,-6.9798,-0.0885,-2.090|-1.873|-1.440|-1.577,-1.8727,0.2015,1,0, lawyer,0.0178
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,9,-7.2895,1.623,-6.8913,-6.6433,0.248,-1.734|-1.923|-1.409|-1.576,-1.9235,0.1507,1,0, lawyer,0.0415
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,10,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,10,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,10,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,10,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,10,-7.2895,-0.2015,-6.8913,-7.3697,-0.4784,-2.112|-2.132|-1.471|-1.655,-2.1321,-0.0579,1,0, lawyer,0.023
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,10,-7.2895,0.708,-6.8913,-7.0076,-0.1163,-2.126|-1.836|-1.439|-1.606,-1.8363,0.2378,1,0, lawyer,0.0191
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,10,-7.2895,1.3485,-6.8913,-6.7526,0.1387,-1.795|-1.933|-1.430|-1.594,-1.9329,0.1412,1,0, lawyer,0.0165
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,11,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,11,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,11,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,11,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,11,-7.2895,-0.1764,-6.8913,-7.3597,-0.4684,-2.108|-2.177|-1.459|-1.615,-2.1775,-0.1033,1,0, lawyer,0.0229
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,11,-7.2895,0.7211,-6.8913,-7.0024,-0.111,-2.121|-1.897|-1.416|-1.569,-1.8969,0.1773,1,0, lawyer,0.018
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,11,-7.2895,0.75,-6.8913,-6.9909,-0.0996,-1.846|-2.099|-1.428|-1.618,-2.0992,-0.025,1,0, lawyer,0.0194
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,12,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,12,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,12,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,12,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,12,-7.2895,-0.0813,-6.8913,-7.3218,-0.4305,-2.104|-2.123|-1.485|-1.609,-2.1228,-0.0486,1,0, lawyer,0.0233
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,12,-7.2895,0.7972,-6.8913,-6.9721,-0.0808,-2.072|-1.863|-1.437|-1.601,-1.8627,0.2114,1,0, lawyer,0.0168
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,12,-7.2895,0.9045,-6.8913,-6.9293,-0.038,-1.819|-2.102|-1.399|-1.610,-2.1021,-0.028,1,0, lawyer,0.0197
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,13,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,13,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,13,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,13,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,13,-7.2895,0.0336,-6.8913,-7.2761,-0.3848,-2.052|-2.119|-1.484|-1.621,-2.1186,-0.0445,1,0, lawyer,0.0238
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,13,-7.2895,0.8004,-6.8913,-6.9708,-0.0795,-2.060|-1.854|-1.446|-1.611,-1.8543,0.2198,1,0, lawyer,0.017
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,13,-7.2895,0.9601,-6.8913,-6.9072,-0.0159,-1.840|-2.079|-1.396|-1.592,-2.0793,-0.0051,1,0, lawyer,0.0184
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,14,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,14,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,14,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,14,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,14,-7.2895,-0.0379,-6.8913,-7.3046,-0.4132,-2.044|-2.193|-1.488|-1.579,-2.1935,-0.1193,1,0, lawyer,0.0278
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,14,-7.2895,0.7315,-6.8913,-6.9982,-0.1069,-2.083|-1.867|-1.458|-1.590,-1.8671,0.207,1,0, lawyer,0.0174
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,14,-7.2895,0.5074,-6.8913,-7.0875,-0.1961,-1.855|-2.222|-1.429|-1.581,-2.2223,-0.1481,1,0, lawyer,0.0172
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,15,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,15,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,15,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,15,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,15,-7.2895,-0.0422,-6.8913,-7.3063,-0.4149,-2.029|-2.172|-1.488|-1.618,-2.1716,-0.0974,1,0, lawyer,0.0277
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,15,-7.2895,0.502,-6.8913,-7.0896,-0.1983,-2.122|-1.908|-1.477|-1.583,-1.9083,0.1658,1,0, lawyer,0.017
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,15,-7.2895,0.3111,-6.8913,-7.1656,-0.2743,-1.915|-2.206|-1.425|-1.620,-2.2058,-0.1316,1,0, lawyer,0.0151
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,16,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,16,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,16,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,16,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,16,-7.2895,0.0103,-6.8913,-7.2854,-0.3941,-2.030|-2.168|-1.469|-1.618,-2.168,-0.0938,1,0, lawyer,0.029
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,16,-7.2895,0.8169,-6.8913,-6.9642,-0.0729,-2.017|-1.887|-1.442|-1.619,-1.8867,0.1875,1,0, lawyer,0.0167
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,16,-7.2895,0.1597,-6.8913,-7.2259,-0.3346,-1.967|-2.299|-1.395|-1.565,-2.2988,-0.2247,1,0, lawyer,0.0144
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,17,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,17,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,17,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,17,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,17,-7.2895,-0.0037,-6.8913,-7.291,-0.3996,-2.022|-2.207|-1.455|-1.606,-2.2066,-0.1324,1,0, lawyer,0.0285
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,17,-7.2895,0.9553,-6.8913,-6.9091,-0.0178,-2.023|-1.830|-1.441|-1.615,-1.8299,0.2443,1,0, lawyer,0.0186
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,17,-7.2895,0.0025,-6.8913,-7.2885,-0.3971,-1.977|-2.303|-1.427|-1.581,-2.3031,-0.2289,1,0, lawyer,0.0143
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,18,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,18,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,18,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,18,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,18,-7.2895,0.035,-6.8913,-7.2755,-0.3842,-2.062|-2.154|-1.452|-1.607,-2.1539,-0.0798,1,0, lawyer,0.0305
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,18,-7.2895,0.7242,-6.8913,-7.0011,-0.1098,-2.063|-1.848|-1.477|-1.612,-1.8485,0.2257,1,0, lawyer,0.0186
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,18,-7.2895,0.5831,-6.8913,-7.0573,-0.166,-1.937|-2.111|-1.408|-1.602,-2.1115,-0.0373,1,0, lawyer,0.0139
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,19,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,19,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,19,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,19,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,19,-7.2895,-0.0045,-6.8913,-7.2913,-0.4,-2.029|-2.183|-1.464|-1.616,-2.1825,-0.1083,1,0, lawyer,0.0286
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,19,-7.2895,0.3099,-6.8913,-7.1661,-0.2747,-2.089|-2.032|-1.439|-1.607,-2.0316,0.0426,1,0, lawyer,0.0238
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,19,-7.2895,0.5609,-6.8913,-7.0661,-0.1748,-1.872|-2.146|-1.448|-1.601,-2.1459,-0.0718,1,0, lawyer,0.0107
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,20,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,20,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,20,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,20,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,20,-7.2895,0.0938,-6.8913,-7.2521,-0.3608,-2.037|-2.184|-1.466|-1.565,-2.1835,-0.1094,1,0, lawyer,0.0298
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,20,-7.2895,0.2858,-6.8913,-7.1757,-0.2844,-2.121|-2.039|-1.434|-1.582,-2.0393,0.0348,1,0, lawyer,0.0262
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,20,-7.2895,0.8112,-6.8913,-6.9665,-0.0752,-1.835|-2.086|-1.452|-1.594,-2.086,-0.0119,1,0, lawyer,0.0102
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,21,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,21,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,21,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,21,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,21,-7.2895,-0.0581,-6.8913,-7.3126,-0.4213,-2.044|-2.183|-1.465|-1.620,-2.1832,-0.109,1,0, lawyer,0.0294
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,21,-7.2895,0.0163,-6.8913,-7.283,-0.3917,-2.114|-2.132|-1.446|-1.590,-2.1325,-0.0583,1,0, lawyer,0.027
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,21,-7.2895,0.639,-6.8913,-7.0351,-0.1437,-1.884|-2.130|-1.429|-1.592,-2.1296,-0.0554,1,0, lawyer,0.0085
Nelson Mandela,profession_of,name_lens,6-8,subject_all,0,<|startoftext|>,0,22,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,1,The,0,22,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,2, profession,0,22,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,3, of,0,22,-7.2895,0.0,-6.8913,-7.2895,-0.3982,-2.045|-2.189|-1.467|-1.589,-2.1885,-0.1143,1,0, lawyer,0.0291
Nelson Mandela,profession_of,name_lens,6-8,subject_all,4, Nelson,1,22,-7.2895,-0.0213,-6.8913,-7.298,-0.4066,-2.038|-2.176|-1.464|-1.620,-2.1757,-0.1015,1,0, lawyer,0.0295
Nelson Mandela,profession_of,name_lens,6-8,subject_all,5, Mandela,1,22,-7.2895,0.1053,-6.8913,-7.2475,-0.3562,-2.057|-2.129|-1.469|-1.593,-2.1295,-0.0553,1,0, lawyer,0.0297
Nelson Mandela,profession_of,name_lens,6-8,subject_all,6, was,0,22,-7.2895,0.57,-6.8913,-7.0625,-0.1712,-1.902|-2.100|-1.467|-1.593,-2.1002,-0.0261,1,0, lawyer,0.0066
