event_id,run_id,environment,condition,objective_status,event_type,layer,train_rollouts_in_fold,cv_projection,cv_cosine,effect_norm
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,9,18,100.48061092470277,0.2150242879996774,467.29888916015625
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,10,18,151.64388363669707,0.2627583780145574,577.1229248046875
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,11,18,150.14373046778564,0.21739354148918721,690.654052734375
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,12,18,170.06175116718805,0.20671440862411905,822.6893920898438
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,13,18,234.41276831033065,0.22145436301457255,1058.5150146484375
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,14,18,218.56050008931084,0.17982263844253818,1215.422607421875
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,15,18,212.93591754023691,0.13339965978771795,1596.225341796875
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,16,18,258.5872213021148,0.12149433296452765,2128.38916015625
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,17,18,458.2344065211073,0.14380178904170446,3186.569580078125
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,18,18,671.0137485914165,0.15617139867061441,4296.6494140625
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,19,18,903.6525776448834,0.15098445472855646,5985.0703125
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,20,18,1125.9376793513584,0.15127501936837034,7442.98486328125
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,21,18,1247.034897197991,0.13644585475238732,9139.412109375
precommit_hook__none__s42346__step_02__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,realization,22,18,1035.857347766243,0.09769223148630254,10603.2724609375
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,0,18,31.19267221508017,0.3092713752056008,100.85858154296875
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,1,18,28.67669860848875,0.2501105914148897,114.65607452392578
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,2,18,33.97596218228776,0.24668270828988126,137.7314453125
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,3,18,43.1861175048449,0.2784029121368242,155.1209259033203
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,4,18,49.138334303701356,0.2669993710344289,184.0391387939453
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,5,18,49.037953021232624,0.22111102849419106,221.77978515625
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,6,18,65.10987501447613,0.24342073019752247,267.4787292480469
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,7,18,84.05513108649632,0.263350894605116,319.1754150390625
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,8,18,100.86258958308485,0.2731238875758792,369.2924499511719
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,9,18,124.85708805273202,0.2782295648749253,448.7556457519531
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,10,18,156.09208802956164,0.2936065040710045,531.636962890625
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,11,18,184.9604254028418,0.28282487523716515,653.97509765625
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,12,18,235.24983347713805,0.29383710311802747,800.613037109375
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,13,18,286.08206843196285,0.2849424204905368,1003.9995727539062
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,14,18,283.01900195625785,0.24269859448123962,1166.133544921875
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,15,18,351.7579379513081,0.2347135314629822,1498.669189453125
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,16,18,434.335340979369,0.22994502977673512,1888.865966796875
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,17,18,581.5976974772238,0.2125833549391851,2735.857177734375
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,18,18,847.314933055075,0.2151415907335302,3938.406005859375
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,19,18,1115.2318737824417,0.2039981837963844,5466.87158203125
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,20,18,1351.092662546297,0.2007041284279131,6731.7626953125
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,21,18,1555.317641609805,0.19587306529295082,7940.4365234375
precommit_hook__none__s42346__step_03__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,strategy_selection,22,18,1801.5333699462399,0.19255834418282874,9355.779296875
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,0,18,21.30330473997389,0.24489662603611614,86.98896789550781
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,1,18,23.55370769010049,0.2477704399177958,95.0626220703125
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,2,18,16.66757550727506,0.14932534240857898,111.61920166015625
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,3,18,11.484545815732545,0.09333219264580295,123.05020904541016
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,4,18,11.988300514541919,0.08194407244700067,146.29856872558594
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,5,18,14.496018607822748,0.08515468037225173,170.2316131591797
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,6,18,5.69704287050795,0.029144764973332907,195.47396850585938
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,7,18,1.5275252577387164,0.006443410673769555,237.06781005859375
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,8,18,6.920995226043194,0.024242986140200307,285.48443603515625
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,9,18,-1.0440294791750375,-0.0031841285526988247,327.8854675292969
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,10,18,-11.878635315454858,-0.028643385733011516,414.7077941894531
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,11,18,-14.916269458306942,-0.03152337632297869,473.18121337890625
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,12,18,18.089426553927296,0.031224761822737868,579.3295288085938
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,13,18,54.959467046870486,0.0734504586123657,748.2522583007812
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,14,18,64.87988033020974,0.07198455952227871,901.302734375
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,15,18,91.5416237614736,0.07621049473260505,1201.168212890625
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,16,18,206.60759966525802,0.13180176428739696,1567.5633544921875
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,17,18,345.6780317015837,0.1593541028500217,2169.24462890625
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,18,18,451.92623827314674,0.15525584913041313,2910.848388671875
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,19,18,533.9605829072595,0.1433833237730228,3724.007568359375
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,20,18,857.2558559084755,0.18058471952267008,4747.111328125
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,21,18,1024.2215408371667,0.17954773333455315,5704.45263671875
precommit_hook__none__s42346__step_04__event_01,precommit_hook__none__s42346,precommit_hook,none,correct,failure_diagnosis,22,18,1138.4449967860564,0.16871628237719435,6747.689453125
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,0,18,-35.95359997043076,-0.3344896005244147,107.48794555664062
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,1,18,-53.06795750510121,-0.42302717577919985,125.44811248779297
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,2,18,-48.298389329780896,-0.33924480073391655,142.3703155517578
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,3,18,-65.87127577384196,-0.3922372050583682,167.93734741210938
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,4,18,-76.19143300748597,-0.3865640124937283,197.09913635253906
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,5,18,-75.8360063243718,-0.32954705942715506,230.12193298339844
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,6,18,-79.84215863680612,-0.3052941351615417,261.5253601074219
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,7,18,-96.39001631137751,-0.3194274344324621,301.75872802734375
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,8,18,-107.08254158608216,-0.3018673762405128,354.73370361328125
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,9,18,-114.49311569891051,-0.27969666785789715,409.3474426269531
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,10,18,-136.79952387668027,-0.2886359891948436,473.95172119140625
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,11,18,-89.2223331468058,-0.16651501968096985,535.8215942382812
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,12,18,-84.60109690269837,-0.1313800043177555,643.9419555664062
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,13,18,-87.99768786108234,-0.10882450979225111,808.6201171875
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,14,18,-143.2964943963143,-0.14557625010450917,984.33984375
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,15,18,-97.91492868556338,-0.07734750708411808,1265.9093017578125
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,16,18,-224.76263116707833,-0.13327187762349973,1686.4970703125
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,17,18,-297.78450083027565,-0.1343197392509888,2216.982177734375
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,18,18,-475.0241456772346,-0.14796238867217146,3210.438720703125
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,19,18,-452.27753030678923,-0.10022024655240178,4512.8359375
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,20,18,-352.36565525741753,-0.058768198866452695,5995.85595703125
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,21,18,-185.06543541354768,-0.024068570392278787,7689.09130859375
precommit_hook__review_hook_diff__s72345__step_03__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,uncertainty_resolution_action,22,18,-474.24956686584846,-0.051837884399276155,9148.70703125
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,0,18,28.89672761399658,0.256444897183543,112.68201446533203
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,1,18,48.04100955975747,0.3548702902212626,135.37625122070312
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,2,18,50.431902714050665,0.3257676340656768,154.8094482421875
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,3,18,53.790859314114186,0.32711948047555856,164.43795776367188
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,4,18,71.37924233906345,0.36598430633591905,195.0336151123047
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,5,18,73.1018157273824,0.3285393077201264,222.50555419921875
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,6,18,85.0420062122601,0.33611223498810183,253.01669311523438
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,7,18,87.4745393497718,0.3120772312649429,280.2977294921875
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,8,18,99.50359592803142,0.3075984018228102,323.48541259765625
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,9,18,102.1993846522239,0.27933167281604604,365.87109375
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,10,18,123.06975876905608,0.28876991675380637,426.18621826171875
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,11,18,133.240311501316,0.24590889690080195,541.8279418945312
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,12,18,176.6500543099437,0.2832860288380329,623.5748901367188
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,13,18,221.39167177713495,0.269601040741132,821.1824951171875
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,14,18,228.8449773975508,0.22077197786798797,1036.5670166015625
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,15,18,273.61275011233454,0.20083859567545706,1362.3514404296875
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,16,18,306.53529227660607,0.16201566119619723,1892.01025390625
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,17,18,526.6511021754027,0.18224988995797411,2889.719970703125
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,18,18,897.2121645924217,0.21225608335836482,4227.0263671875
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,19,18,1344.6452658750386,0.22428464668284853,5995.26220703125
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,20,18,1318.4109018792333,0.1737392526073652,7588.44580078125
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,21,18,1623.9814264241977,0.1761545951383229,9219.0693359375
precommit_hook__review_hook_diff__s72345__step_04__event_01,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,constraint_discovery,22,18,1602.8756178231997,0.1476262866267206,10857.6572265625
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,0,18,6.868891422408318,0.0712445470974586,96.41287231445312
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,1,18,-0.7869550204004305,-0.007497466574417017,104.9627914428711
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,2,18,0.9299997109492981,0.007935541859741282,117.19422149658203
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,3,18,-5.365842763172012,-0.04056782134620172,132.26844787597656
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,4,18,5.9417903197604005,0.03932098799348425,151.10989379882812
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,5,18,2.520717255700813,0.01435444979032904,175.6053009033203
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,6,18,-3.9868650961112166,-0.02019959933250793,197.3734588623047
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,7,18,0.17524051205853652,0.0007643834833007457,229.25732421875
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,8,18,3.48484704285724,0.01322977207296313,263.40948486328125
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,9,18,15.609517562947985,0.04977706285844909,313.5885925292969
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,10,18,27.533689049674138,0.07693058701714564,357.90301513671875
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,11,18,46.78846664993898,0.11060082666765164,423.0390319824219
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,12,18,34.25906980798436,0.06915352987970351,495.40594482421875
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,13,18,61.232239145829,0.09797067372570882,625.0057983398438
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,14,18,63.75551955881292,0.08082635818987713,788.796142578125
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,15,18,51.902509857823134,0.049107120587689616,1056.9241943359375
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,16,18,52.892407012170224,0.03757149648743303,1407.7801513671875
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,17,18,19.547538889200496,0.009836870954445968,1987.17041015625
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,18,18,-114.12174478312954,-0.0412123313101723,2769.116455078125
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,19,18,-287.74083910406625,-0.07638254425424774,3767.10205078125
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,20,18,-237.90851790261058,-0.048609228620436415,4894.30810546875
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,21,18,-400.5388052799226,-0.0667015017746022,6004.94482421875
precommit_hook__review_hook_diff__s72345__step_04__event_02,precommit_hook__review_hook_diff__s72345,precommit_hook,review_hook_diff,correct,strategy_selection,22,18,-658.0088987930249,-0.0924290490062532,7119.0703125
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,0,18,44.227423242260144,0.4415139991579076,100.17218780517578
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,1,18,68.42134310095472,0.5701603505121255,120.00367736816406
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,2,18,81.26494567763007,0.5769057721919865,140.86346435546875
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,3,18,96.96712748211993,0.5886105321340203,164.73902893066406
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,4,18,115.26923742722242,0.5801516619351951,198.68812561035156
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,5,18,103.52232017955181,0.47933122183737503,215.972412109375
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,6,18,114.75373330864218,0.44218616551073886,259.5145263671875
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,7,18,121.6004902584452,0.4048100124867301,300.3890380859375
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,8,18,139.0725269649165,0.38579290723084225,360.48492431640625
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,9,18,162.9144264454655,0.3669809356567627,443.93157958984375
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,10,18,177.79729796486458,0.35350813413292814,502.95111083984375
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,11,18,191.34434386612998,0.32551113838799645,587.8273315429688
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,12,18,187.9428150847816,0.2793124351359054,672.8766479492188
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,13,18,254.56615282551445,0.30648558544460885,830.5974731445312
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,14,18,289.0464062013107,0.29230984292176215,988.835693359375
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,15,18,374.6969997424276,0.28845037332844864,1298.9998779296875
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,16,18,499.1303675199824,0.29818520617581484,1673.893798828125
precommit_hook__review_hook_diff_history__s82345__step_04__event_01,precommit_hook__review_hook_diff_history__s82345,precommit_hook,review_hook_diff_history,correct,realization,17,18,742.6183135952524,0.3049053374578083,2435.570068359375
